measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
300233;DATAINN;R;2018-06-15T04:00+02:00[Europe/Oslo];1;1.0;14;12;2;1;1;0;0
300233;DATAINN;R;2018-06-15T04:00+02:00[Europe/Oslo];2;1.0;14;13;1;1;0;0;0
300233;DATAINN;R;2018-06-15T04:00+02:00[Europe/Oslo];3;1.0;93;70;23;9;8;3;3
300233;DATAINN;R;2018-06-15T04:00+02:00[Europe/Oslo];4;1.0;114;89;25;10;7;1;7
300233;DATAINN;R;2018-06-15T05:00+02:00[Europe/Oslo];1;1.0;70;66;4;1;1;0;2
300233;DATAINN;R;2018-06-15T05:00+02:00[Europe/Oslo];2;1.0;49;44;5;1;3;0;1
300233;DATAINN;R;2018-06-15T05:00+02:00[Europe/Oslo];3;1.0;293;219;74;26;31;6;11
300233;DATAINN;R;2018-06-15T05:00+02:00[Europe/Oslo];4;1.0;308;257;51;13;15;7;16
300233;DATAINN;R;2018-06-15T06:00+02:00[Europe/Oslo];1;1.0;866;817;49;29;15;2;3
300233;DATAINN;R;2018-06-15T06:00+02:00[Europe/Oslo];2;1.0;595;537;58;53;4;1;0
300233;DATAINN;R;2018-06-15T06:00+02:00[Europe/Oslo];3;1.0;1093;903;190;61;88;13;28
300233;DATAINN;R;2018-06-15T06:00+02:00[Europe/Oslo];4;1.0;914;783;131;41;53;16;21
300233;DATAINN;R;2018-06-15T07:00+02:00[Europe/Oslo];1;1.0;1608;1517;91;64;20;7;0
300233;DATAINN;R;2018-06-15T07:00+02:00[Europe/Oslo];2;1.0;1250;1177;73;65;8;0;0
300233;DATAINN;R;2018-06-15T07:00+02:00[Europe/Oslo];3;1.0;1517;1271;246;89;106;17;34
300233;DATAINN;R;2018-06-15T07:00+02:00[Europe/Oslo];4;1.0;1266;1099;167;50;69;16;32
300233;DATAINN;R;2018-06-15T08:00+02:00[Europe/Oslo];1;1.0;1566;1476;90;72;14;1;3
300233;DATAINN;R;2018-06-15T08:00+02:00[Europe/Oslo];2;1.0;1296;1182;114;89;16;6;3
300233;DATAINN;R;2018-06-15T08:00+02:00[Europe/Oslo];3;1.0;1442;1196;246;103;95;17;31
300233;DATAINN;R;2018-06-15T08:00+02:00[Europe/Oslo];4;1.0;1373;1157;216;57;101;21;37
300233;DATAINN;R;2018-06-15T09:00+02:00[Europe/Oslo];1;1.0;904;844;60;46;12;2;0
300233;DATAINN;R;2018-06-15T09:00+02:00[Europe/Oslo];2;1.0;882;782;100;73;25;0;2
300233;DATAINN;R;2018-06-15T09:00+02:00[Europe/Oslo];3;1.0;1323;1060;263;123;104;17;19
300233;DATAINN;R;2018-06-15T09:00+02:00[Europe/Oslo];4;1.0;1279;1008;271;103;100;16;52
300233;DATAINN;R;2018-06-15T10:00+02:00[Europe/Oslo];1;1.0;802;734;68;51;15;1;1
300233;DATAINN;R;2018-06-15T10:00+02:00[Europe/Oslo];2;1.0;823;706;117;93;20;0;4
300233;DATAINN;R;2018-06-15T10:00+02:00[Europe/Oslo];3;1.0;1336;1073;263;106;118;15;24
300233;DATAINN;R;2018-06-15T10:00+02:00[Europe/Oslo];4;1.0;1344;1120;224;88;96;22;18
300233;DATAINN;R;2018-06-15T11:00+02:00[Europe/Oslo];1;1.0;864;806;58;38;17;1;2
300233;DATAINN;R;2018-06-15T11:00+02:00[Europe/Oslo];2;1.0;960;833;127;93;31;3;0
300233;DATAINN;R;2018-06-15T11:00+02:00[Europe/Oslo];3;1.0;1347;1110;237;98;99;14;26
300233;DATAINN;R;2018-06-15T11:00+02:00[Europe/Oslo];4;1.0;1444;1199;245;102;106;10;27
300233;DATAINN;R;2018-06-15T12:00+02:00[Europe/Oslo];1;1.0;1054;983;71;51;19;0;1
300233;DATAINN;R;2018-06-15T12:00+02:00[Europe/Oslo];2;1.0;1133;992;141;96;42;1;2
300233;DATAINN;R;2018-06-15T12:00+02:00[Europe/Oslo];3;1.0;1398;1139;259;107;108;18;26
300233;DATAINN;R;2018-06-15T12:00+02:00[Europe/Oslo];4;1.0;1501;1228;273;96;123;20;34
